n:1 mse_avg:44.89 mse_y:63.95 mse_u:9.18 mse_v:4.35 psnr_avg:31.61 psnr_y:30.07 psnr_u:38.50 psnr_v:41.75 
n:26 mse_avg:65.29 mse_y:94.03 mse_u:10.69 mse_v:4.97 psnr_avg:29.98 psnr_y:28.40 psnr_u:37.84 psnr_v:41.17 
n:27 mse_avg:66.48 mse_y:95.79 mse_u:10.70 mse_v:5.05 psnr_avg:29.90 psnr_y:28.32 psnr_u:37.84 psnr_v:41.10 
n:28 mse_avg:60.38 mse_y:86.70 mse_u:10.44 mse_v:5.03 psnr_avg:30.32 psnr_y:28.75 psnr_u:37.94 psnr_v:41.12 
n:29 mse_avg:58.65 mse_y:84.08 mse_u:10.51 mse_v:5.08 psnr_avg:30.45 psnr_y:28.88 psnr_u:37.92 psnr_v:41.07 
n:30 mse_avg:55.82 mse_y:79.81 mse_u:10.51 mse_v:5.13 psnr_avg:30.66 psnr_y:29.11 psnr_u:37.91 psnr_v:41.03 
n:31 mse_avg:53.50 mse_y:76.26 mse_u:10.77 mse_v:5.22 psnr_avg:30.85 psnr_y:29.31 psnr_u:37.81 psnr_v:40.95 
n:32 mse_avg:56.86 mse_y:81.26 mse_u:10.80 mse_v:5.31 psnr_avg:30.58 psnr_y:29.03 psnr_u:37.80 psnr_v:40.88 
n:33 mse_avg:59.42 mse_y:84.97 mse_u:11.15 mse_v:5.47 psnr_avg:30.39 psnr_y:28.84 psnr_u:37.66 psnr_v:40.75 
n:34 mse_avg:62.03 mse_y:88.87 mse_u:11.23 mse_v:5.50 psnr_avg:30.20 psnr_y:28.64 psnr_u:37.63 psnr_v:40.73 
n:35 mse_avg:62.64 mse_y:89.71 mse_u:11.44 mse_v:5.59 psnr_avg:30.16 psnr_y:28.60 psnr_u:37.55 psnr_v:40.65 
n:36 mse_avg:62.91 mse_y:90.16 mse_u:11.35 mse_v:5.46 psnr_avg:30.14 psnr_y:28.58 psnr_u:37.58 psnr_v:40.76 
n:37 mse_avg:63.65 mse_y:91.26 mse_u:11.36 mse_v:5.49 psnr_avg:30.09 psnr_y:28.53 psnr_u:37.58 psnr_v:40.73 
n:38 mse_avg:58.50 mse_y:83.56 mse_u:11.38 mse_v:5.38 psnr_avg:30.46 psnr_y:28.91 psnr_u:37.57 psnr_v:40.82 
n:39 mse_avg:58.96 mse_y:84.16 mse_u:11.62 mse_v:5.49 psnr_avg:30.43 psnr_y:28.88 psnr_u:37.48 psnr_v:40.74 
n:40 mse_avg:56.68 mse_y:80.77 mse_u:11.45 mse_v:5.56 psnr_avg:30.60 psnr_y:29.06 psnr_u:37.54 psnr_v:40.68 
n:41 mse_avg:54.79 mse_y:77.84 mse_u:11.76 mse_v:5.67 psnr_avg:30.74 psnr_y:29.22 psnr_u:37.43 psnr_v:40.60 
n:42 mse_avg:56.83 mse_y:80.86 mse_u:11.78 mse_v:5.79 psnr_avg:30.58 psnr_y:29.05 psnr_u:37.42 psnr_v:40.50 
n:43 mse_avg:58.95 mse_y:83.94 mse_u:12.01 mse_v:5.91 psnr_avg:30.43 psnr_y:28.89 psnr_u:37.33 psnr_v:40.42 
n:44 mse_avg:60.82 mse_y:86.71 mse_u:12.08 mse_v:6.00 psnr_avg:30.29 psnr_y:28.75 psnr_u:37.31 psnr_v:40.35 
n:45 mse_avg:62.90 mse_y:89.72 mse_u:12.40 mse_v:6.10 psnr_avg:30.14 psnr_y:28.60 psnr_u:37.20 psnr_v:40.28 
n:46 mse_avg:63.01 mse_y:89.86 mse_u:12.52 mse_v:6.11 psnr_avg:30.14 psnr_y:28.60 psnr_u:37.15 psnr_v:40.27 
n:47 mse_avg:62.53 mse_y:89.17 mse_u:12.43 mse_v:6.05 psnr_avg:30.17 psnr_y:28.63 psnr_u:37.19 psnr_v:40.31 
n:48 mse_avg:59.66 mse_y:84.97 mse_u:12.06 mse_v:6.03 psnr_avg:30.37 psnr_y:28.84 psnr_u:37.32 psnr_v:40.33 
n:49 mse_avg:59.46 mse_y:84.63 mse_u:12.10 mse_v:6.11 psnr_avg:30.39 psnr_y:28.86 psnr_u:37.30 psnr_v:40.27 
n:50 mse_avg:57.71 mse_y:82.04 mse_u:11.93 mse_v:6.13 psnr_avg:30.52 psnr_y:28.99 psnr_u:37.36 psnr_v:40.26 
n:51 mse_avg:56.73 mse_y:80.50 mse_u:12.20 mse_v:6.20 psnr_avg:30.59 psnr_y:29.07 psnr_u:37.27 psnr_v:40.21 
n:52 mse_avg:58.57 mse_y:83.21 mse_u:12.36 mse_v:6.26 psnr_avg:30.45 psnr_y:28.93 psnr_u:37.21 psnr_v:40.17 
n:53 mse_avg:61.32 mse_y:87.22 mse_u:12.72 mse_v:6.34 psnr_avg:30.25 psnr_y:28.72 psnr_u:37.09 psnr_v:40.11 
n:54 mse_avg:62.34 mse_y:88.76 mse_u:12.56 mse_v:6.40 psnr_avg:30.18 psnr_y:28.65 psnr_u:37.14 psnr_v:40.07 
n:55 mse_avg:64.43 mse_y:91.77 mse_u:12.97 mse_v:6.53 psnr_avg:30.04 psnr_y:28.50 psnr_u:37.00 psnr_v:39.98 
n:56 mse_avg:64.59 mse_y:92.02 mse_u:12.97 mse_v:6.47 psnr_avg:30.03 psnr_y:28.49 psnr_u:37.00 psnr_v:40.02 
n:57 mse_avg:64.81 mse_y:92.37 mse_u:12.90 mse_v:6.47 psnr_avg:30.01 psnr_y:28.48 psnr_u:37.03 psnr_v:40.02 
n:58 mse_avg:65.42 mse_y:93.23 mse_u:13.00 mse_v:6.58 psnr_avg:29.97 psnr_y:28.44 psnr_u:36.99 psnr_v:39.95 
n:59 mse_avg:63.15 mse_y:89.83 mse_u:13.01 mse_v:6.60 psnr_avg:30.13 psnr_y:28.60 psnr_u:36.99 psnr_v:39.94 
n:60 mse_avg:61.21 mse_y:86.92 mse_u:12.96 mse_v:6.66 psnr_avg:30.26 psnr_y:28.74 psnr_u:37.01 psnr_v:39.89 
n:61 mse_avg:59.81 mse_y:84.75 mse_u:13.07 mse_v:6.79 psnr_avg:30.36 psnr_y:28.85 psnr_u:36.97 psnr_v:39.81 
n:62 mse_avg:61.66 mse_y:87.44 mse_u:13.17 mse_v:7.00 psnr_avg:30.23 psnr_y:28.71 psnr_u:36.94 psnr_v:39.68 
n:63 mse_avg:64.67 mse_y:91.89 mse_u:13.42 mse_v:7.05 psnr_avg:30.02 psnr_y:28.50 psnr_u:36.85 psnr_v:39.65 
n:64 mse_avg:64.64 mse_y:91.89 mse_u:13.25 mse_v:7.03 psnr_avg:30.03 psnr_y:28.50 psnr_u:36.91 psnr_v:39.66 
n:65 mse_avg:67.13 mse_y:95.41 mse_u:13.88 mse_v:7.28 psnr_avg:29.86 psnr_y:28.33 psnr_u:36.71 psnr_v:39.51 
n:66 mse_avg:69.10 mse_y:98.32 mse_u:13.99 mse_v:7.35 psnr_avg:29.74 psnr_y:28.20 psnr_u:36.67 psnr_v:39.47 
n:67 mse_avg:70.12 mse_y:99.78 mse_u:14.29 mse_v:7.29 psnr_avg:29.67 psnr_y:28.14 psnr_u:36.58 psnr_v:39.51 
n:68 mse_avg:68.95 mse_y:98.07 mse_u:14.04 mse_v:7.34 psnr_avg:29.75 psnr_y:28.22 psnr_u:36.66 psnr_v:39.47 
n:69 mse_avg:66.49 mse_y:94.33 mse_u:14.20 mse_v:7.40 psnr_avg:29.90 psnr_y:28.38 psnr_u:36.61 psnr_v:39.44 
n:70 mse_avg:63.63 mse_y:90.10 mse_u:13.89 mse_v:7.45 psnr_avg:30.09 psnr_y:28.58 psnr_u:36.70 psnr_v:39.41 
n:71 mse_avg:63.61 mse_y:89.93 mse_u:14.29 mse_v:7.66 psnr_avg:30.10 psnr_y:28.59 psnr_u:36.58 psnr_v:39.29 
n:72 mse_avg:66.58 mse_y:94.34 mse_u:14.38 mse_v:7.70 psnr_avg:29.90 psnr_y:28.38 psnr_u:36.55 psnr_v:39.27 
n:73 mse_avg:71.24 mse_y:101.18 mse_u:14.78 mse_v:7.98 psnr_avg:29.60 psnr_y:28.08 psnr_u:36.43 psnr_v:39.11 
n:74 mse_avg:71.40 mse_y:101.39 mse_u:14.72 mse_v:8.14 psnr_avg:29.59 psnr_y:28.07 psnr_u:36.45 psnr_v:39.03 
n:75 mse_avg:75.59 mse_y:107.50 mse_u:15.16 mse_v:8.41 psnr_avg:29.35 psnr_y:27.82 psnr_u:36.32 psnr_v:38.88 
n:76 mse_avg:74.73 mse_y:106.46 mse_u:15.00 mse_v:7.54 psnr_avg:29.40 psnr_y:27.86 psnr_u:36.37 psnr_v:39.36 
n:77 mse_avg:72.71 mse_y:103.58 mse_u:14.95 mse_v:6.98 psnr_avg:29.52 psnr_y:27.98 psnr_u:36.39 psnr_v:39.70 
n:78 mse_avg:70.55 mse_y:100.46 mse_u:14.64 mse_v:6.83 psnr_avg:29.65 psnr_y:28.11 psnr_u:36.48 psnr_v:39.79 
n:79 mse_avg:70.75 mse_y:100.58 mse_u:15.21 mse_v:6.92 psnr_avg:29.63 psnr_y:28.11 psnr_u:36.31 psnr_v:39.73 
n:80 mse_avg:68.02 mse_y:96.55 mse_u:15.08 mse_v:6.85 psnr_avg:29.80 psnr_y:28.28 psnr_u:36.35 psnr_v:39.77 
n:81 mse_avg:67.80 mse_y:96.10 mse_u:15.40 mse_v:6.95 psnr_avg:29.82 psnr_y:28.30 psnr_u:36.25 psnr_v:39.71 
n:82 mse_avg:69.90 mse_y:99.25 mse_u:15.37 mse_v:7.04 psnr_avg:29.69 psnr_y:28.16 psnr_u:36.26 psnr_v:39.65 
n:83 mse_avg:73.75 mse_y:104.88 mse_u:15.88 mse_v:7.12 psnr_avg:29.45 psnr_y:27.92 psnr_u:36.12 psnr_v:39.61 
n:84 mse_avg:76.36 mse_y:108.80 mse_u:15.81 mse_v:7.17 psnr_avg:29.30 psnr_y:27.76 psnr_u:36.14 psnr_v:39.57 
n:85 mse_avg:78.18 mse_y:111.42 mse_u:16.15 mse_v:7.26 psnr_avg:29.20 psnr_y:27.66 psnr_u:36.05 psnr_v:39.52 
n:86 mse_avg:79.88 mse_y:113.97 mse_u:16.13 mse_v:7.28 psnr_avg:29.11 psnr_y:27.56 psnr_u:36.06 psnr_v:39.51 
n:87 mse_avg:78.56 mse_y:112.03 mse_u:16.01 mse_v:7.22 psnr_avg:29.18 psnr_y:27.64 psnr_u:36.09 psnr_v:39.55 
n:88 mse_avg:76.41 mse_y:108.91 mse_u:15.55 mse_v:7.25 psnr_avg:29.30 psnr_y:27.76 psnr_u:36.21 psnr_v:39.53 
n:89 mse_avg:76.02 mse_y:108.25 mse_u:15.74 mse_v:7.34 psnr_avg:29.32 psnr_y:27.79 psnr_u:36.16 psnr_v:39.47 
n:90 mse_avg:70.00 mse_y:99.30 mse_u:15.52 mse_v:7.28 psnr_avg:29.68 psnr_y:28.16 psnr_u:36.22 psnr_v:39.51 
n:91 mse_avg:68.96 mse_y:97.63 mse_u:15.91 mse_v:7.34 psnr_avg:29.74 psnr_y:28.24 psnr_u:36.12 psnr_v:39.47 
n:92 mse_avg:71.46 mse_y:101.35 mse_u:15.91 mse_v:7.44 psnr_avg:29.59 psnr_y:28.07 psnr_u:36.11 psnr_v:39.42 
n:93 mse_avg:74.70 mse_y:106.08 mse_u:16.38 mse_v:7.54 psnr_avg:29.40 psnr_y:27.87 psnr_u:35.99 psnr_v:39.36 
n:94 mse_avg:75.11 mse_y:106.70 mse_u:16.22 mse_v:7.63 psnr_avg:29.37 psnr_y:27.85 psnr_u:36.03 psnr_v:39.31 
n:95 mse_avg:77.66 mse_y:110.41 mse_u:16.68 mse_v:7.65 psnr_avg:29.23 psnr_y:27.70 psnr_u:35.91 psnr_v:39.29 
n:96 mse_avg:77.58 mse_y:110.29 mse_u:16.76 mse_v:7.56 psnr_avg:29.23 psnr_y:27.71 psnr_u:35.89 psnr_v:39.35 
n:97 mse_avg:77.39 mse_y:110.00 mse_u:16.89 mse_v:7.42 psnr_avg:29.24 psnr_y:27.72 psnr_u:35.85 psnr_v:39.42 
n:98 mse_avg:73.26 mse_y:104.02 mse_u:16.25 mse_v:7.24 psnr_avg:29.48 psnr_y:27.96 psnr_u:36.02 psnr_v:39.54 
n:99 mse_avg:73.38 mse_y:104.12 mse_u:16.60 mse_v:7.18 psnr_avg:29.48 psnr_y:27.96 psnr_u:35.93 psnr_v:39.57 
n:100 mse_avg:71.73 mse_y:101.76 mse_u:16.27 mse_v:7.07 psnr_avg:29.57 psnr_y:28.05 psnr_u:36.02 psnr_v:39.63 
n:101 mse_avg:70.23 mse_y:99.43 mse_u:16.59 mse_v:7.10 psnr_avg:29.67 psnr_y:28.16 psnr_u:35.93 psnr_v:39.62 
n:102 mse_avg:70.90 mse_y:100.51 mse_u:16.30 mse_v:7.06 psnr_avg:29.62 psnr_y:28.11 psnr_u:36.01 psnr_v:39.64 
n:103 mse_avg:73.50 mse_y:104.35 mse_u:16.52 mse_v:7.04 psnr_avg:29.47 psnr_y:27.95 psnr_u:35.95 psnr_v:39.66 
n:104 mse_avg:75.18 mse_y:106.96 mse_u:16.19 mse_v:7.04 psnr_avg:29.37 psnr_y:27.84 psnr_u:36.04 psnr_v:39.65 
n:105 mse_avg:75.53 mse_y:107.37 mse_u:16.60 mse_v:7.08 psnr_avg:29.35 psnr_y:27.82 psnr_u:35.93 psnr_v:39.63 
n:106 mse_avg:75.79 mse_y:107.82 mse_u:16.36 mse_v:7.08 psnr_avg:29.33 psnr_y:27.80 psnr_u:35.99 psnr_v:39.63 
n:107 mse_avg:77.76 mse_y:110.69 mse_u:16.71 mse_v:7.07 psnr_avg:29.22 psnr_y:27.69 psnr_u:35.90 psnr_v:39.64 
n:108 mse_avg:72.27 mse_y:102.67 mse_u:16.10 mse_v:6.84 psnr_avg:29.54 psnr_y:28.02 psnr_u:36.06 psnr_v:39.78 
n:109 mse_avg:71.59 mse_y:101.62 mse_u:16.28 mse_v:6.78 psnr_avg:29.58 psnr_y:28.06 psnr_u:36.02 psnr_v:39.82 
n:110 mse_avg:69.36 mse_y:98.32 mse_u:16.14 mse_v:6.73 psnr_avg:29.72 psnr_y:28.20 psnr_u:36.05 psnr_v:39.85 
n:111 mse_avg:68.40 mse_y:96.78 mse_u:16.56 mse_v:6.70 psnr_avg:29.78 psnr_y:28.27 psnr_u:35.94 psnr_v:39.87 
n:112 mse_avg:68.55 mse_y:97.04 mse_u:16.46 mse_v:6.70 psnr_avg:29.77 psnr_y:28.26 psnr_u:35.97 psnr_v:39.87 
n:113 mse_avg:71.26 mse_y:100.97 mse_u:16.95 mse_v:6.73 psnr_avg:29.60 psnr_y:28.09 psnr_u:35.84 psnr_v:39.85 
n:114 mse_avg:72.35 mse_y:102.64 mse_u:16.75 mse_v:6.78 psnr_avg:29.54 psnr_y:28.02 psnr_u:35.89 psnr_v:39.82 
n:115 mse_avg:73.24 mse_y:103.99 mse_u:16.83 mse_v:6.65 psnr_avg:29.48 psnr_y:27.96 psnr_u:35.87 psnr_v:39.90 
n:116 mse_avg:74.88 mse_y:106.53 mse_u:16.60 mse_v:6.54 psnr_avg:29.39 psnr_y:27.86 psnr_u:35.93 psnr_v:39.98 
n:117 mse_avg:73.58 mse_y:104.56 mse_u:16.64 mse_v:6.59 psnr_avg:29.46 psnr_y:27.94 psnr_u:35.92 psnr_v:39.94 
n:118 mse_avg:69.56 mse_y:98.72 mse_u:15.98 mse_v:6.51 psnr_avg:29.71 psnr_y:28.19 psnr_u:36.10 psnr_v:40.00 
n:119 mse_avg:70.39 mse_y:99.87 mse_u:16.31 mse_v:6.52 psnr_avg:29.66 psnr_y:28.14 psnr_u:36.01 psnr_v:39.99 
n:120 mse_avg:67.79 mse_y:96.06 mse_u:16.03 mse_v:6.48 psnr_avg:29.82 psnr_y:28.31 psnr_u:36.08 psnr_v:40.02 
n:121 mse_avg:66.74 mse_y:94.43 mse_u:16.24 mse_v:6.45 psnr_avg:29.89 psnr_y:28.38 psnr_u:36.03 psnr_v:40.04 
n:122 mse_avg:68.58 mse_y:97.15 mse_u:16.37 mse_v:6.52 psnr_avg:29.77 psnr_y:28.26 psnr_u:35.99 psnr_v:39.99 
n:123 mse_avg:70.27 mse_y:99.57 mse_u:16.71 mse_v:6.60 psnr_avg:29.66 psnr_y:28.15 psnr_u:35.90 psnr_v:39.94 
n:124 mse_avg:70.98 mse_y:100.65 mse_u:16.58 mse_v:6.73 psnr_avg:29.62 psnr_y:28.10 psnr_u:35.94 psnr_v:39.85 
n:125 mse_avg:70.42 mse_y:99.79 mse_u:16.73 mse_v:6.66 psnr_avg:29.65 psnr_y:28.14 psnr_u:35.90 psnr_v:39.90 
n:126 mse_avg:72.32 mse_y:102.56 mse_u:16.96 mse_v:6.73 psnr_avg:29.54 psnr_y:28.02 psnr_u:35.84 psnr_v:39.85 
n:127 mse_avg:68.95 mse_y:97.62 mse_u:16.65 mse_v:6.59 psnr_avg:29.75 psnr_y:28.24 psnr_u:35.92 psnr_v:39.94 
n:128 mse_avg:70.53 mse_y:99.89 mse_u:16.95 mse_v:6.64 psnr_avg:29.65 psnr_y:28.14 psnr_u:35.84 psnr_v:39.91 
n:129 mse_avg:73.17 mse_y:103.44 mse_u:18.53 mse_v:6.74 psnr_avg:29.49 psnr_y:27.98 psnr_u:35.45 psnr_v:39.85 
n:130 mse_avg:70.27 mse_y:99.20 mse_u:18.03 mse_v:6.79 psnr_avg:29.66 psnr_y:28.17 psnr_u:35.57 psnr_v:39.81 
n:131 mse_avg:70.33 mse_y:99.21 mse_u:18.40 mse_v:6.76 psnr_avg:29.66 psnr_y:28.17 psnr_u:35.48 psnr_v:39.83 
n:132 mse_avg:70.54 mse_y:99.62 mse_u:17.94 mse_v:6.78 psnr_avg:29.65 psnr_y:28.15 psnr_u:35.59 psnr_v:39.82 
n:133 mse_avg:72.07 mse_y:101.88 mse_u:18.20 mse_v:6.65 psnr_avg:29.55 psnr_y:28.05 psnr_u:35.53 psnr_v:39.90 
n:134 mse_avg:72.48 mse_y:102.60 mse_u:17.81 mse_v:6.68 psnr_avg:29.53 psnr_y:28.02 psnr_u:35.62 psnr_v:39.88 
n:135 mse_avg:73.50 mse_y:104.05 mse_u:18.11 mse_v:6.68 psnr_avg:29.47 psnr_y:27.96 psnr_u:35.55 psnr_v:39.88 
n:136 mse_avg:73.55 mse_y:104.27 mse_u:17.58 mse_v:6.64 psnr_avg:29.47 psnr_y:27.95 psnr_u:35.68 psnr_v:39.91 
n:137 mse_avg:73.33 mse_y:103.88 mse_u:17.79 mse_v:6.66 psnr_avg:29.48 psnr_y:27.97 psnr_u:35.63 psnr_v:39.89 
n:138 mse_avg:71.81 mse_y:101.71 mse_u:17.42 mse_v:6.58 psnr_avg:29.57 psnr_y:28.06 psnr_u:35.72 psnr_v:39.95 
n:139 mse_avg:72.52 mse_y:102.67 mse_u:17.77 mse_v:6.65 psnr_avg:29.53 psnr_y:28.02 psnr_u:35.63 psnr_v:39.90 
n:140 mse_avg:68.64 mse_y:96.91 mse_u:17.56 mse_v:6.65 psnr_avg:29.77 psnr_y:28.27 psnr_u:35.69 psnr_v:39.90 
n:141 mse_avg:68.08 mse_y:96.02 mse_u:17.83 mse_v:6.61 psnr_avg:29.80 psnr_y:28.31 psnr_u:35.62 psnr_v:39.93 
n:142 mse_avg:68.81 mse_y:97.15 mse_u:17.60 mse_v:6.62 psnr_avg:29.75 psnr_y:28.26 psnr_u:35.68 psnr_v:39.92 
n:143 mse_avg:69.79 mse_y:98.66 mse_u:17.58 mse_v:6.54 psnr_avg:29.69 psnr_y:28.19 psnr_u:35.68 psnr_v:39.98 
n:144 mse_avg:70.81 mse_y:100.23 mse_u:17.33 mse_v:6.58 psnr_avg:29.63 psnr_y:28.12 psnr_u:35.74 psnr_v:39.95 
n:145 mse_avg:69.57 mse_y:98.35 mse_u:17.44 mse_v:6.54 psnr_avg:29.71 psnr_y:28.20 psnr_u:35.72 psnr_v:39.97 
n:146 mse_avg:71.74 mse_y:101.56 mse_u:17.58 mse_v:6.61 psnr_avg:29.57 psnr_y:28.06 psnr_u:35.68 psnr_v:39.93 
n:147 mse_avg:69.79 mse_y:98.69 mse_u:17.53 mse_v:6.42 psnr_avg:29.69 psnr_y:28.19 psnr_u:35.69 psnr_v:40.05 
n:148 mse_avg:69.66 mse_y:98.52 mse_u:17.41 mse_v:6.46 psnr_avg:29.70 psnr_y:28.20 psnr_u:35.72 psnr_v:40.03 
n:149 mse_avg:66.37 mse_y:93.63 mse_u:17.31 mse_v:6.38 psnr_avg:29.91 psnr_y:28.42 psnr_u:35.75 psnr_v:40.08 
n:150 mse_avg:64.27 mse_y:90.49 mse_u:17.22 mse_v:6.40 psnr_avg:30.05 psnr_y:28.56 psnr_u:35.77 psnr_v:40.07 
n:151 mse_avg:62.83 mse_y:88.33 mse_u:17.33 mse_v:6.31 psnr_avg:30.15 psnr_y:28.67 psnr_u:35.74 psnr_v:40.13 
n:152 mse_avg:63.49 mse_y:89.33 mse_u:17.30 mse_v:6.35 psnr_avg:30.10 psnr_y:28.62 psnr_u:35.75 psnr_v:40.10 
n:153 mse_avg:64.97 mse_y:91.50 mse_u:17.43 mse_v:6.39 psnr_avg:30.00 psnr_y:28.52 psnr_u:35.72 psnr_v:40.08 
n:154 mse_avg:65.90 mse_y:92.94 mse_u:17.22 mse_v:6.41 psnr_avg:29.94 psnr_y:28.45 psnr_u:35.77 psnr_v:40.06 
n:155 mse_avg:66.48 mse_y:93.83 mse_u:17.10 mse_v:6.48 psnr_avg:29.90 psnr_y:28.41 psnr_u:35.80 psnr_v:40.02 
n:156 mse_avg:66.49 mse_y:93.92 mse_u:16.79 mse_v:6.50 psnr_avg:29.90 psnr_y:28.40 psnr_u:35.88 psnr_v:40.00 
n:157 mse_avg:66.31 mse_y:93.70 mse_u:16.55 mse_v:6.50 psnr_avg:29.92 psnr_y:28.41 psnr_u:35.94 psnr_v:40.00 
n:158 mse_avg:64.87 mse_y:91.60 mse_u:16.24 mse_v:6.57 psnr_avg:30.01 psnr_y:28.51 psnr_u:36.02 psnr_v:39.95 
n:159 mse_avg:63.10 mse_y:89.00 mse_u:15.96 mse_v:6.60 psnr_avg:30.13 psnr_y:28.64 psnr_u:36.10 psnr_v:39.94 
n:160 mse_avg:61.09 mse_y:86.03 mse_u:15.85 mse_v:6.56 psnr_avg:30.27 psnr_y:28.78 psnr_u:36.13 psnr_v:39.96 
n:161 mse_avg:60.43 mse_y:85.02 mse_u:15.99 mse_v:6.50 psnr_avg:30.32 psnr_y:28.84 psnr_u:36.09 psnr_v:40.00 
n:162 mse_avg:61.38 mse_y:86.49 mse_u:15.84 mse_v:6.50 psnr_avg:30.25 psnr_y:28.76 psnr_u:36.13 psnr_v:40.00 
n:163 mse_avg:62.48 mse_y:88.10 mse_u:15.97 mse_v:6.50 psnr_avg:30.17 psnr_y:28.68 psnr_u:36.10 psnr_v:40.00 
n:164 mse_avg:63.12 mse_y:89.14 mse_u:15.70 mse_v:6.46 psnr_avg:30.13 psnr_y:28.63 psnr_u:36.17 psnr_v:40.03 
n:165 mse_avg:63.96 mse_y:90.36 mse_u:15.87 mse_v:6.45 psnr_avg:30.07 psnr_y:28.57 psnr_u:36.13 psnr_v:40.03 
n:166 mse_avg:64.32 mse_y:90.98 mse_u:15.66 mse_v:6.35 psnr_avg:30.05 psnr_y:28.54 psnr_u:36.18 psnr_v:40.10 
n:167 mse_avg:64.18 mse_y:90.73 mse_u:15.86 mse_v:6.31 psnr_avg:30.06 psnr_y:28.55 psnr_u:36.13 psnr_v:40.13 
