n:1 mse_avg:16.60 mse_y:22.96 mse_u:5.40 mse_v:2.37 psnr_avg:35.93 psnr_y:34.52 psnr_u:40.81 psnr_v:44.38 
n:43 mse_avg:246.09 mse_y:362.04 mse_u:20.52 mse_v:7.87 psnr_avg:24.22 psnr_y:22.54 psnr_u:35.01 psnr_v:39.17 
n:44 mse_avg:216.60 mse_y:318.18 mse_u:19.05 mse_v:7.86 psnr_avg:24.77 psnr_y:23.10 psnr_u:35.33 psnr_v:39.18 
n:45 mse_avg:230.85 mse_y:339.29 mse_u:19.78 mse_v:8.12 psnr_avg:24.50 psnr_y:22.83 psnr_u:35.17 psnr_v:39.04 
n:46 mse_avg:225.72 mse_y:331.61 mse_u:19.58 mse_v:8.31 psnr_avg:24.60 psnr_y:22.92 psnr_u:35.21 psnr_v:38.94 
n:47 mse_avg:258.66 mse_y:380.60 mse_u:20.97 mse_v:8.61 psnr_avg:24.00 psnr_y:22.33 psnr_u:34.91 psnr_v:38.78 
n:48 mse_avg:232.02 mse_y:341.07 mse_u:19.36 mse_v:8.45 psnr_avg:24.48 psnr_y:22.80 psnr_u:35.26 psnr_v:38.86 
n:49 mse_avg:236.21 mse_y:347.25 mse_u:19.58 mse_v:8.67 psnr_avg:24.40 psnr_y:22.72 psnr_u:35.21 psnr_v:38.75 
n:50 mse_avg:230.59 mse_y:338.74 mse_u:19.66 mse_v:8.90 psnr_avg:24.50 psnr_y:22.83 psnr_u:35.19 psnr_v:38.64 
n:51 mse_avg:271.55 mse_y:399.65 mse_u:21.47 mse_v:9.24 psnr_avg:23.79 psnr_y:22.11 psnr_u:34.81 psnr_v:38.47 
n:52 mse_avg:216.38 mse_y:317.93 mse_u:18.17 mse_v:8.39 psnr_avg:24.78 psnr_y:23.11 psnr_u:35.54 psnr_v:38.89 
n:53 mse_avg:226.01 mse_y:331.75 mse_u:19.63 mse_v:9.40 psnr_avg:24.59 psnr_y:22.92 psnr_u:35.20 psnr_v:38.40 
n:54 mse_avg:223.30 mse_y:327.88 mse_u:19.45 mse_v:8.80 psnr_avg:24.64 psnr_y:22.97 psnr_u:35.24 psnr_v:38.68 
n:55 mse_avg:272.97 mse_y:401.35 mse_u:22.47 mse_v:9.98 psnr_avg:23.77 psnr_y:22.10 psnr_u:34.62 psnr_v:38.14 
n:56 mse_avg:247.84 mse_y:364.28 mse_u:20.43 mse_v:9.51 psnr_avg:24.19 psnr_y:22.52 psnr_u:35.03 psnr_v:38.35 
n:57 mse_avg:261.04 mse_y:383.76 mse_u:21.62 mse_v:9.61 psnr_avg:23.96 psnr_y:22.29 psnr_u:34.78 psnr_v:38.31 
n:58 mse_avg:274.90 mse_y:404.39 mse_u:22.15 mse_v:9.73 psnr_avg:23.74 psnr_y:22.06 psnr_u:34.68 psnr_v:38.25 
n:59 mse_avg:317.61 mse_y:467.88 mse_u:24.31 mse_v:9.86 psnr_avg:23.11 psnr_y:21.43 psnr_u:34.27 psnr_v:38.19 
n:60 mse_avg:268.84 mse_y:395.10 mse_u:22.71 mse_v:9.96 psnr_avg:23.84 psnr_y:22.16 psnr_u:34.57 psnr_v:38.15 
n:61 mse_avg:263.80 mse_y:387.37 mse_u:23.14 mse_v:10.19 psnr_avg:23.92 psnr_y:22.25 psnr_u:34.49 psnr_v:38.05 
n:62 mse_avg:263.30 mse_y:386.54 mse_u:23.17 mse_v:10.48 psnr_avg:23.93 psnr_y:22.26 psnr_u:34.48 psnr_v:37.93 
n:63 mse_avg:295.38 mse_y:434.18 mse_u:24.67 mse_v:10.91 psnr_avg:23.43 psnr_y:21.75 psnr_u:34.21 psnr_v:37.75 
n:64 mse_avg:251.30 mse_y:368.77 mse_u:21.89 mse_v:10.84 psnr_avg:24.13 psnr_y:22.46 psnr_u:34.73 psnr_v:37.78 
n:65 mse_avg:250.15 mse_y:366.65 mse_u:23.11 mse_v:11.16 psnr_avg:24.15 psnr_y:22.49 psnr_u:34.49 psnr_v:37.65 
n:66 mse_avg:238.85 mse_y:349.83 mse_u:22.39 mse_v:11.39 psnr_avg:24.35 psnr_y:22.69 psnr_u:34.63 psnr_v:37.56 
n:67 mse_avg:274.17 mse_y:402.19 mse_u:24.38 mse_v:11.92 psnr_avg:23.75 psnr_y:22.09 psnr_u:34.26 psnr_v:37.37 
n:68 mse_avg:259.55 mse_y:380.36 mse_u:23.90 mse_v:11.96 psnr_avg:23.99 psnr_y:22.33 psnr_u:34.35 psnr_v:37.35 
n:69 mse_avg:258.44 mse_y:378.57 mse_u:24.33 mse_v:12.07 psnr_avg:24.01 psnr_y:22.35 psnr_u:34.27 psnr_v:37.32 
n:70 mse_avg:245.57 mse_y:359.30 mse_u:24.11 mse_v:12.13 psnr_avg:24.23 psnr_y:22.58 psnr_u:34.31 psnr_v:37.29 
n:71 mse_avg:284.20 mse_y:416.65 mse_u:26.00 mse_v:12.59 psnr_avg:23.59 psnr_y:21.93 psnr_u:33.98 psnr_v:37.13 
n:72 mse_avg:273.49 mse_y:400.82 mse_u:25.35 mse_v:12.31 psnr_avg:23.76 psnr_y:22.10 psnr_u:34.09 psnr_v:37.23 
n:73 mse_avg:277.12 mse_y:406.20 mse_u:25.55 mse_v:12.39 psnr_avg:23.70 psnr_y:22.04 psnr_u:34.06 psnr_v:37.20 
n:74 mse_avg:276.33 mse_y:404.97 mse_u:25.64 mse_v:12.49 psnr_avg:23.72 psnr_y:22.06 psnr_u:34.04 psnr_v:37.16 
n:75 mse_avg:307.65 mse_y:451.39 mse_u:27.44 mse_v:12.89 psnr_avg:23.25 psnr_y:21.59 psnr_u:33.75 psnr_v:37.03 
n:76 mse_avg:290.09 mse_y:425.61 mse_u:26.11 mse_v:11.99 psnr_avg:23.51 psnr_y:21.84 psnr_u:33.96 psnr_v:37.34 
n:77 mse_avg:306.70 mse_y:450.40 mse_u:27.17 mse_v:11.45 psnr_avg:23.26 psnr_y:21.59 psnr_u:33.79 psnr_v:37.54 
n:78 mse_avg:313.22 mse_y:460.13 mse_u:27.36 mse_v:11.44 psnr_avg:23.17 psnr_y:21.50 psnr_u:33.76 psnr_v:37.55 
n:79 mse_avg:360.68 mse_y:530.72 mse_u:29.41 mse_v:11.77 psnr_avg:22.56 psnr_y:20.88 psnr_u:33.45 psnr_v:37.42 
n:80 mse_avg:361.35 mse_y:531.69 mse_u:29.54 mse_v:11.79 psnr_avg:22.55 psnr_y:20.87 psnr_u:33.43 psnr_v:37.42 
n:81 mse_avg:375.51 mse_y:552.67 mse_u:30.47 mse_v:11.94 psnr_avg:22.38 psnr_y:20.71 psnr_u:33.29 psnr_v:37.36 
n:82 mse_avg:387.11 mse_y:569.84 mse_u:31.28 mse_v:12.03 psnr_avg:22.25 psnr_y:20.57 psnr_u:33.18 psnr_v:37.33 
n:83 mse_avg:419.31 mse_y:617.46 mse_u:33.77 mse_v:12.27 psnr_avg:21.91 psnr_y:20.22 psnr_u:32.85 psnr_v:37.24 
n:84 mse_avg:411.73 mse_y:606.03 mse_u:33.88 mse_v:12.40 psnr_avg:21.98 psnr_y:20.31 psnr_u:32.83 psnr_v:37.20 
n:85 mse_avg:442.47 mse_y:651.78 mse_u:35.06 mse_v:12.61 psnr_avg:21.67 psnr_y:19.99 psnr_u:32.68 psnr_v:37.12 
n:86 mse_avg:402.77 mse_y:592.43 mse_u:34.20 mse_v:12.73 psnr_avg:22.08 psnr_y:20.40 psnr_u:32.79 psnr_v:37.08 
n:87 mse_avg:389.36 mse_y:572.28 mse_u:34.21 mse_v:12.86 psnr_avg:22.23 psnr_y:20.55 psnr_u:32.79 psnr_v:37.04 
n:88 mse_avg:382.99 mse_y:562.56 mse_u:34.76 mse_v:12.92 psnr_avg:22.30 psnr_y:20.63 psnr_u:32.72 psnr_v:37.02 
n:89 mse_avg:428.27 mse_y:629.91 mse_u:36.82 mse_v:13.13 psnr_avg:21.81 psnr_y:20.14 psnr_u:32.47 psnr_v:36.95 
n:90 mse_avg:389.73 mse_y:572.34 mse_u:36.05 mse_v:12.96 psnr_avg:22.22 psnr_y:20.55 psnr_u:32.56 psnr_v:37.00 
n:91 mse_avg:397.51 mse_y:583.95 mse_u:36.32 mse_v:12.97 psnr_avg:22.14 psnr_y:20.47 psnr_u:32.53 psnr_v:37.00 
n:92 mse_avg:395.88 mse_y:581.29 mse_u:37.04 mse_v:13.07 psnr_avg:22.16 psnr_y:20.49 psnr_u:32.44 psnr_v:36.97 
n:93 mse_avg:443.91 mse_y:652.66 mse_u:39.47 mse_v:13.38 psnr_avg:21.66 psnr_y:19.98 psnr_u:32.17 psnr_v:36.87 
n:94 mse_avg:381.47 mse_y:559.47 mse_u:37.54 mse_v:13.42 psnr_avg:22.32 psnr_y:20.65 psnr_u:32.39 psnr_v:36.85 
n:95 mse_avg:347.64 mse_y:508.92 mse_u:36.80 mse_v:13.38 psnr_avg:22.72 psnr_y:21.06 psnr_u:32.47 psnr_v:36.87 
n:96 mse_avg:330.51 mse_y:483.27 mse_u:36.49 mse_v:13.52 psnr_avg:22.94 psnr_y:21.29 psnr_u:32.51 psnr_v:36.82 
n:97 mse_avg:355.22 mse_y:519.92 mse_u:37.80 mse_v:13.86 psnr_avg:22.63 psnr_y:20.97 psnr_u:32.36 psnr_v:36.71 
n:98 mse_avg:344.37 mse_y:503.96 mse_u:36.33 mse_v:14.08 psnr_avg:22.76 psnr_y:21.11 psnr_u:32.53 psnr_v:36.64 
n:99 mse_avg:340.30 mse_y:498.01 mse_u:35.78 mse_v:14.00 psnr_avg:22.81 psnr_y:21.16 psnr_u:32.59 psnr_v:36.67 
n:100 mse_avg:338.96 mse_y:496.23 mse_u:35.01 mse_v:13.85 psnr_avg:22.83 psnr_y:21.17 psnr_u:32.69 psnr_v:36.72 
n:101 mse_avg:378.46 mse_y:554.95 mse_u:36.66 mse_v:14.29 psnr_avg:22.35 psnr_y:20.69 psnr_u:32.49 psnr_v:36.58 
n:102 mse_avg:359.21 mse_y:526.34 mse_u:35.82 mse_v:14.07 psnr_avg:22.58 psnr_y:20.92 psnr_u:32.59 psnr_v:36.65 
n:103 mse_avg:357.07 mse_y:523.11 mse_u:36.09 mse_v:13.86 psnr_avg:22.60 psnr_y:20.94 psnr_u:32.56 psnr_v:36.71 
n:104 mse_avg:358.18 mse_y:524.90 mse_u:35.88 mse_v:13.64 psnr_avg:22.59 psnr_y:20.93 psnr_u:32.58 psnr_v:36.78 
n:105 mse_avg:381.08 mse_y:558.84 mse_u:37.36 mse_v:13.78 psnr_avg:22.32 psnr_y:20.66 psnr_u:32.41 psnr_v:36.74 
n:106 mse_avg:373.49 mse_y:547.42 mse_u:37.30 mse_v:13.98 psnr_avg:22.41 psnr_y:20.75 psnr_u:32.41 psnr_v:36.67 
n:107 mse_avg:372.17 mse_y:545.27 mse_u:37.91 mse_v:14.02 psnr_avg:22.42 psnr_y:20.76 psnr_u:32.34 psnr_v:36.66 
n:108 mse_avg:373.27 mse_y:546.91 mse_u:37.99 mse_v:14.00 psnr_avg:22.41 psnr_y:20.75 psnr_u:32.33 psnr_v:36.67 
n:109 mse_avg:399.64 mse_y:586.15 mse_u:39.20 mse_v:14.04 psnr_avg:22.11 psnr_y:20.45 psnr_u:32.20 psnr_v:36.66 
n:110 mse_avg:350.22 mse_y:512.19 mse_u:38.51 mse_v:14.07 psnr_avg:22.69 psnr_y:21.04 psnr_u:32.28 psnr_v:36.65 
n:111 mse_avg:338.66 mse_y:494.90 mse_u:38.50 mse_v:13.88 psnr_avg:22.83 psnr_y:21.19 psnr_u:32.28 psnr_v:36.71 
n:112 mse_avg:327.52 mse_y:478.37 mse_u:37.93 mse_v:13.69 psnr_avg:22.98 psnr_y:21.33 psnr_u:32.34 psnr_v:36.77 
n:113 mse_avg:359.60 mse_y:526.04 mse_u:39.55 mse_v:13.87 psnr_avg:22.57 psnr_y:20.92 psnr_u:32.16 psnr_v:36.71 
n:114 mse_avg:319.58 mse_y:466.19 mse_u:38.74 mse_v:13.94 psnr_avg:23.09 psnr_y:21.45 psnr_u:32.25 psnr_v:36.69 
n:115 mse_avg:299.81 mse_y:436.55 mse_u:38.81 mse_v:13.83 psnr_avg:23.36 psnr_y:21.73 psnr_u:32.24 psnr_v:36.72 
n:116 mse_avg:284.86 mse_y:414.31 mse_u:38.36 mse_v:13.54 psnr_avg:23.58 psnr_y:21.96 psnr_u:32.29 psnr_v:36.81 
n:117 mse_avg:313.09 mse_y:456.06 mse_u:40.60 mse_v:13.74 psnr_avg:23.17 psnr_y:21.54 psnr_u:32.05 psnr_v:36.75 
n:118 mse_avg:303.52 mse_y:441.65 mse_u:40.50 mse_v:14.02 psnr_avg:23.31 psnr_y:21.68 psnr_u:32.06 psnr_v:36.66 
n:119 mse_avg:302.02 mse_y:439.33 mse_u:40.87 mse_v:13.90 psnr_avg:23.33 psnr_y:21.70 psnr_u:32.02 psnr_v:36.70 
n:120 mse_avg:304.28 mse_y:442.92 mse_u:40.25 mse_v:13.76 psnr_avg:23.30 psnr_y:21.67 psnr_u:32.08 psnr_v:36.75 
n:121 mse_avg:327.97 mse_y:478.22 mse_u:41.25 mse_v:13.67 psnr_avg:22.97 psnr_y:21.33 psnr_u:31.98 psnr_v:36.77 
n:122 mse_avg:310.78 mse_y:452.72 mse_u:40.03 mse_v:13.79 psnr_avg:23.21 psnr_y:21.57 psnr_u:32.11 psnr_v:36.74 
n:123 mse_avg:307.80 mse_y:448.40 mse_u:39.56 mse_v:13.65 psnr_avg:23.25 psnr_y:21.61 psnr_u:32.16 psnr_v:36.78 
n:124 mse_avg:299.68 mse_y:436.34 mse_u:38.96 mse_v:13.74 psnr_avg:23.36 psnr_y:21.73 psnr_u:32.22 psnr_v:36.75 
n:125 mse_avg:322.66 mse_y:470.37 mse_u:40.57 mse_v:13.91 psnr_avg:23.04 psnr_y:21.41 psnr_u:32.05 psnr_v:36.70 
n:126 mse_avg:269.50 mse_y:391.04 mse_u:39.16 mse_v:13.68 psnr_avg:23.83 psnr_y:22.21 psnr_u:32.20 psnr_v:36.77 
n:127 mse_avg:275.07 mse_y:399.25 mse_u:39.81 mse_v:13.65 psnr_avg:23.74 psnr_y:22.12 psnr_u:32.13 psnr_v:36.78 
n:128 mse_avg:268.79 mse_y:389.90 mse_u:39.63 mse_v:13.52 psnr_avg:23.84 psnr_y:22.22 psnr_u:32.15 psnr_v:36.82 
n:129 mse_avg:297.55 mse_y:432.19 mse_u:42.64 mse_v:13.94 psnr_avg:23.40 psnr_y:21.77 psnr_u:31.83 psnr_v:36.69 
n:130 mse_avg:273.07 mse_y:395.69 mse_u:41.62 mse_v:14.04 psnr_avg:23.77 psnr_y:22.16 psnr_u:31.94 psnr_v:36.66 
n:131 mse_avg:260.43 mse_y:376.70 mse_u:42.01 mse_v:13.79 psnr_avg:23.97 psnr_y:22.37 psnr_u:31.90 psnr_v:36.74 
n:132 mse_avg:246.95 mse_y:356.76 mse_u:40.84 mse_v:13.79 psnr_avg:24.20 psnr_y:22.61 psnr_u:32.02 psnr_v:36.73 
n:133 mse_avg:261.93 mse_y:378.89 mse_u:42.07 mse_v:13.91 psnr_avg:23.95 psnr_y:22.35 psnr_u:31.89 psnr_v:36.70 
n:134 mse_avg:245.95 mse_y:355.02 mse_u:41.61 mse_v:14.01 psnr_avg:24.22 psnr_y:22.63 psnr_u:31.94 psnr_v:36.67 
n:135 mse_avg:242.50 mse_y:349.85 mse_u:41.72 mse_v:13.88 psnr_avg:24.28 psnr_y:22.69 psnr_u:31.93 psnr_v:36.71 
n:136 mse_avg:241.53 mse_y:348.60 mse_u:41.00 mse_v:13.75 psnr_avg:24.30 psnr_y:22.71 psnr_u:32.00 psnr_v:36.75 
n:137 mse_avg:262.93 mse_y:380.41 mse_u:42.06 mse_v:13.88 psnr_avg:23.93 psnr_y:22.33 psnr_u:31.89 psnr_v:36.71 
n:138 mse_avg:252.25 mse_y:364.49 mse_u:41.60 mse_v:13.90 psnr_avg:24.11 psnr_y:22.51 psnr_u:31.94 psnr_v:36.70 
n:139 mse_avg:250.76 mse_y:362.23 mse_u:41.94 mse_v:13.71 psnr_avg:24.14 psnr_y:22.54 psnr_u:31.90 psnr_v:36.76 
n:140 mse_avg:244.58 mse_y:353.19 mse_u:41.24 mse_v:13.48 psnr_avg:24.25 psnr_y:22.65 psnr_u:31.98 psnr_v:36.83 
n:141 mse_avg:262.73 mse_y:379.96 mse_u:42.96 mse_v:13.57 psnr_avg:23.94 psnr_y:22.33 psnr_u:31.80 psnr_v:36.80 
n:142 mse_avg:245.44 mse_y:354.25 mse_u:42.09 mse_v:13.57 psnr_avg:24.23 psnr_y:22.64 psnr_u:31.89 psnr_v:36.81 
n:143 mse_avg:247.92 mse_y:357.96 mse_u:42.20 mse_v:13.50 psnr_avg:24.19 psnr_y:22.59 psnr_u:31.88 psnr_v:36.83 
n:144 mse_avg:244.33 mse_y:352.63 mse_u:41.85 mse_v:13.61 psnr_avg:24.25 psnr_y:22.66 psnr_u:31.91 psnr_v:36.79 
n:145 mse_avg:257.75 mse_y:372.44 mse_u:43.05 mse_v:13.66 psnr_avg:24.02 psnr_y:22.42 psnr_u:31.79 psnr_v:36.78 
n:146 mse_avg:242.09 mse_y:349.47 mse_u:41.18 mse_v:13.50 psnr_avg:24.29 psnr_y:22.70 psnr_u:31.98 psnr_v:36.83 
n:147 mse_avg:238.26 mse_y:343.83 mse_u:41.01 mse_v:13.25 psnr_avg:24.36 psnr_y:22.77 psnr_u:32.00 psnr_v:36.91 
n:148 mse_avg:231.96 mse_y:334.58 mse_u:40.13 mse_v:13.30 psnr_avg:24.48 psnr_y:22.89 psnr_u:32.10 psnr_v:36.89 
n:149 mse_avg:262.53 mse_y:379.77 mse_u:42.61 mse_v:13.46 psnr_avg:23.94 psnr_y:22.34 psnr_u:31.84 psnr_v:36.84 
n:150 mse_avg:238.39 mse_y:344.02 mse_u:40.91 mse_v:13.36 psnr_avg:24.36 psnr_y:22.76 psnr_u:32.01 psnr_v:36.87 
n:151 mse_avg:235.44 mse_y:339.67 mse_u:40.78 mse_v:13.16 psnr_avg:24.41 psnr_y:22.82 psnr_u:32.03 psnr_v:36.94 
n:152 mse_avg:225.77 mse_y:325.55 mse_u:39.36 mse_v:13.07 psnr_avg:24.59 psnr_y:23.00 psnr_u:32.18 psnr_v:36.97 
n:153 mse_avg:256.34 mse_y:370.85 mse_u:41.54 mse_v:13.14 psnr_avg:24.04 psnr_y:22.44 psnr_u:31.95 psnr_v:36.94 
n:154 mse_avg:232.78 mse_y:335.85 mse_u:40.26 mse_v:13.01 psnr_avg:24.46 psnr_y:22.87 psnr_u:32.08 psnr_v:36.99 
n:155 mse_avg:221.44 mse_y:318.93 mse_u:40.06 mse_v:12.86 psnr_avg:24.68 psnr_y:23.09 psnr_u:32.10 psnr_v:37.04 
n:156 mse_avg:208.37 mse_y:299.39 mse_u:39.79 mse_v:12.86 psnr_avg:24.94 psnr_y:23.37 psnr_u:32.13 psnr_v:37.04 
n:157 mse_avg:220.53 mse_y:317.22 mse_u:41.30 mse_v:12.97 psnr_avg:24.70 psnr_y:23.12 psnr_u:31.97 psnr_v:37.00 
n:158 mse_avg:206.36 mse_y:296.39 mse_u:40.25 mse_v:12.38 psnr_avg:24.98 psnr_y:23.41 psnr_u:32.08 psnr_v:37.20 
n:159 mse_avg:199.92 mse_y:286.89 mse_u:39.79 mse_v:12.21 psnr_avg:25.12 psnr_y:23.55 psnr_u:32.13 psnr_v:37.27 
n:160 mse_avg:192.30 mse_y:275.63 mse_u:39.09 mse_v:12.18 psnr_avg:25.29 psnr_y:23.73 psnr_u:32.21 psnr_v:37.27 
n:161 mse_avg:207.68 mse_y:298.26 mse_u:40.58 mse_v:12.49 psnr_avg:24.96 psnr_y:23.38 psnr_u:32.05 psnr_v:37.17 
n:162 mse_avg:192.02 mse_y:275.03 mse_u:39.53 mse_v:12.45 psnr_avg:25.30 psnr_y:23.74 psnr_u:32.16 psnr_v:37.18 
n:163 mse_avg:190.63 mse_y:272.95 mse_u:39.47 mse_v:12.50 psnr_avg:25.33 psnr_y:23.77 psnr_u:32.17 psnr_v:37.16 
n:164 mse_avg:188.43 mse_y:269.69 mse_u:39.34 mse_v:12.49 psnr_avg:25.38 psnr_y:23.82 psnr_u:32.18 psnr_v:37.17 
n:165 mse_avg:197.21 mse_y:282.49 mse_u:40.72 mse_v:12.54 psnr_avg:25.18 psnr_y:23.62 psnr_u:32.03 psnr_v:37.15 
n:166 mse_avg:188.65 mse_y:269.86 mse_u:39.84 mse_v:12.63 psnr_avg:25.37 psnr_y:23.82 psnr_u:32.13 psnr_v:37.12 
n:167 mse_avg:187.41 mse_y:268.01 mse_u:39.65 mse_v:12.74 psnr_avg:25.40 psnr_y:23.85 psnr_u:32.15 psnr_v:37.08 
