n:1 mse_avg:8362.67 mse_y:12544.00 mse_u:0.00 mse_v:0.00 psnr_avg:8.91 psnr_y:7.15 psnr_u:inf psnr_v:inf 
n:17 mse_avg:1435.46 mse_y:2152.07 mse_u:2.42 mse_v:2.04 psnr_avg:16.56 psnr_y:14.80 psnr_u:44.29 psnr_v:45.04 
n:18 mse_avg:1540.45 mse_y:2309.56 mse_u:2.42 mse_v:2.04 psnr_avg:16.25 psnr_y:14.50 psnr_u:44.29 psnr_v:45.04 
n:19 mse_avg:1447.71 mse_y:2169.88 mse_u:3.09 mse_v:3.69 psnr_avg:16.52 psnr_y:14.77 psnr_u:43.24 psnr_v:42.46 
n:20 mse_avg:1536.34 mse_y:2302.81 mse_u:3.13 mse_v:3.69 psnr_avg:16.27 psnr_y:14.51 psnr_u:43.18 psnr_v:42.46 
n:21 mse_avg:1233.74 mse_y:1848.90 mse_u:3.13 mse_v:3.69 psnr_avg:17.22 psnr_y:15.46 psnr_u:43.18 psnr_v:42.46 
n:22 mse_avg:1088.19 mse_y:1629.96 mse_u:4.22 mse_v:5.11 psnr_avg:17.76 psnr_y:16.01 psnr_u:41.88 psnr_v:41.05 
n:23 mse_avg:1074.93 mse_y:1609.99 mse_u:4.47 mse_v:5.15 psnr_avg:17.82 psnr_y:16.06 psnr_u:41.63 psnr_v:41.01 
n:24 mse_avg:1123.33 mse_y:1682.59 mse_u:4.47 mse_v:5.15 psnr_avg:17.63 psnr_y:15.87 psnr_u:41.63 psnr_v:41.01 
n:25 mse_avg:1062.33 mse_y:1590.62 mse_u:5.03 mse_v:6.48 psnr_avg:17.87 psnr_y:16.12 psnr_u:41.12 psnr_v:40.02 
n:26 mse_avg:964.95 mse_y:1444.26 mse_u:5.91 mse_v:6.72 psnr_avg:18.29 psnr_y:16.53 psnr_u:40.41 psnr_v:39.86 
n:27 mse_avg:932.56 mse_y:1395.68 mse_u:5.91 mse_v:6.72 psnr_avg:18.43 psnr_y:16.68 psnr_u:40.41 psnr_v:39.86 
n:28 mse_avg:881.02 mse_y:1317.66 mse_u:6.72 mse_v:8.75 psnr_avg:18.68 psnr_y:16.93 psnr_u:39.86 psnr_v:38.71 
n:29 mse_avg:851.69 mse_y:1273.24 mse_u:8.00 mse_v:9.17 psnr_avg:18.83 psnr_y:17.08 psnr_u:39.10 psnr_v:38.51 
n:30 mse_avg:856.18 mse_y:1279.98 mse_u:8.00 mse_v:9.17 psnr_avg:18.81 psnr_y:17.06 psnr_u:39.10 psnr_v:38.51 
n:31 mse_avg:803.34 mse_y:1200.10 mse_u:9.90 mse_v:9.73 psnr_avg:19.08 psnr_y:17.34 psnr_u:38.18 psnr_v:38.25 
n:32 mse_avg:812.10 mse_y:1212.44 mse_u:10.62 mse_v:12.22 psnr_avg:19.03 psnr_y:17.29 psnr_u:37.87 psnr_v:37.26 
n:33 mse_avg:844.31 mse_y:1260.76 mse_u:10.62 mse_v:12.22 psnr_avg:18.87 psnr_y:17.12 psnr_u:37.87 psnr_v:37.26 
n:34 mse_avg:819.11 mse_y:1222.69 mse_u:10.47 mse_v:13.47 psnr_avg:19.00 psnr_y:17.26 psnr_u:37.93 psnr_v:36.84 
n:35 mse_avg:795.75 mse_y:1186.98 mse_u:12.55 mse_v:14.04 psnr_avg:19.12 psnr_y:17.39 psnr_u:37.14 psnr_v:36.66 
n:36 mse_avg:826.61 mse_y:1233.27 mse_u:12.55 mse_v:14.04 psnr_avg:18.96 psnr_y:17.22 psnr_u:37.14 psnr_v:36.66 
n:37 mse_avg:817.35 mse_y:1218.95 mse_u:13.57 mse_v:14.76 psnr_avg:19.01 psnr_y:17.27 psnr_u:36.81 psnr_v:36.44 
n:38 mse_avg:834.66 mse_y:1244.02 mse_u:14.02 mse_v:17.85 psnr_avg:18.92 psnr_y:17.18 psnr_u:36.66 psnr_v:35.61 
n:39 mse_avg:871.20 mse_y:1298.83 mse_u:14.02 mse_v:17.85 psnr_avg:18.73 psnr_y:17.00 psnr_u:36.66 psnr_v:35.61 
n:40 mse_avg:842.23 mse_y:1254.60 mse_u:16.62 mse_v:18.37 psnr_avg:18.88 psnr_y:17.15 psnr_u:35.92 psnr_v:35.49 
n:41 mse_avg:819.40 mse_y:1220.21 mse_u:16.96 mse_v:18.60 psnr_avg:19.00 psnr_y:17.27 psnr_u:35.84 psnr_v:35.44 
n:42 mse_avg:797.34 mse_y:1187.11 mse_u:16.96 mse_v:18.60 psnr_avg:19.11 psnr_y:17.39 psnr_u:35.84 psnr_v:35.44 
n:43 mse_avg:749.96 mse_y:1114.48 mse_u:19.69 mse_v:22.13 psnr_avg:19.38 psnr_y:17.66 psnr_u:35.19 psnr_v:34.68 
n:44 mse_avg:707.13 mse_y:1049.98 mse_u:20.78 mse_v:22.09 psnr_avg:19.64 psnr_y:17.92 psnr_u:34.95 psnr_v:34.69 
n:45 mse_avg:740.17 mse_y:1099.54 mse_u:20.78 mse_v:22.09 psnr_avg:19.44 psnr_y:17.72 psnr_u:34.95 psnr_v:34.69 
n:46 mse_avg:745.18 mse_y:1105.81 mse_u:21.91 mse_v:25.97 psnr_avg:19.41 psnr_y:17.69 psnr_u:34.73 psnr_v:33.99 
n:47 mse_avg:747.29 mse_y:1108.45 mse_u:23.41 mse_v:26.54 psnr_avg:19.40 psnr_y:17.68 psnr_u:34.44 psnr_v:33.89 
n:48 mse_avg:765.06 mse_y:1135.10 mse_u:23.41 mse_v:26.54 psnr_avg:19.29 psnr_y:17.58 psnr_u:34.44 psnr_v:33.89 
n:49 mse_avg:757.67 mse_y:1123.38 mse_u:25.68 mse_v:26.84 psnr_avg:19.34 psnr_y:17.63 psnr_u:34.03 psnr_v:33.84 
n:50 mse_avg:781.88 mse_y:1158.58 mse_u:26.16 mse_v:30.77 psnr_avg:19.20 psnr_y:17.49 psnr_u:33.95 psnr_v:33.25 
n:51 mse_avg:824.10 mse_y:1221.92 mse_u:26.16 mse_v:30.77 psnr_avg:18.97 psnr_y:17.26 psnr_u:33.95 psnr_v:33.25 
n:52 mse_avg:786.41 mse_y:1164.08 mse_u:29.69 mse_v:32.48 psnr_avg:19.17 psnr_y:17.47 psnr_u:33.40 psnr_v:33.01 
n:53 mse_avg:797.54 mse_y:1180.49 mse_u:30.71 mse_v:32.57 psnr_avg:19.11 psnr_y:17.41 psnr_u:33.26 psnr_v:33.00 
n:54 mse_avg:817.85 mse_y:1210.96 mse_u:30.71 mse_v:32.57 psnr_avg:19.00 psnr_y:17.30 psnr_u:33.26 psnr_v:33.00 
n:55 mse_avg:831.44 mse_y:1229.61 mse_u:31.93 mse_v:38.27 psnr_avg:18.93 psnr_y:17.23 psnr_u:33.09 psnr_v:32.30 
n:56 mse_avg:820.57 mse_y:1213.29 mse_u:31.91 mse_v:38.32 psnr_avg:18.99 psnr_y:17.29 psnr_u:33.09 psnr_v:32.30 
n:57 mse_avg:867.20 mse_y:1283.24 mse_u:31.91 mse_v:38.32 psnr_avg:18.75 psnr_y:17.05 psnr_u:33.09 psnr_v:32.30 
n:58 mse_avg:843.07 mse_y:1245.24 mse_u:38.03 mse_v:39.41 psnr_avg:18.87 psnr_y:17.18 psnr_u:32.33 psnr_v:32.17 
n:59 mse_avg:874.38 mse_y:1290.32 mse_u:39.82 mse_v:45.19 psnr_avg:18.71 psnr_y:17.02 psnr_u:32.13 psnr_v:31.58 
n:60 mse_avg:897.34 mse_y:1324.75 mse_u:39.82 mse_v:45.19 psnr_avg:18.60 psnr_y:16.91 psnr_u:32.13 psnr_v:31.58 
n:61 mse_avg:945.41 mse_y:1396.83 mse_u:39.90 mse_v:45.24 psnr_avg:18.37 psnr_y:16.68 psnr_u:32.12 psnr_v:31.58 
n:62 mse_avg:954.14 mse_y:1408.40 mse_u:44.01 mse_v:47.25 psnr_avg:18.33 psnr_y:16.64 psnr_u:31.70 psnr_v:31.39 
n:63 mse_avg:1015.45 mse_y:1500.36 mse_u:44.01 mse_v:47.25 psnr_avg:18.06 psnr_y:16.37 psnr_u:31.70 psnr_v:31.39 
n:64 mse_avg:1018.48 mse_y:1502.55 mse_u:46.67 mse_v:54.04 psnr_avg:18.05 psnr_y:16.36 psnr_u:31.44 psnr_v:30.80 
n:65 mse_avg:1066.50 mse_y:1574.52 mse_u:46.83 mse_v:54.11 psnr_avg:17.85 psnr_y:16.16 psnr_u:31.43 psnr_v:30.80 
n:66 mse_avg:1094.46 mse_y:1616.45 mse_u:46.83 mse_v:54.11 psnr_avg:17.74 psnr_y:16.05 psnr_u:31.43 psnr_v:30.80 
n:67 mse_avg:1070.79 mse_y:1578.81 mse_u:51.94 mse_v:57.54 psnr_avg:17.83 psnr_y:16.15 psnr_u:30.98 psnr_v:30.53 
n:68 mse_avg:1060.10 mse_y:1562.53 mse_u:52.77 mse_v:57.71 psnr_avg:17.88 psnr_y:16.19 psnr_u:30.91 psnr_v:30.52 
n:69 mse_avg:1097.10 mse_y:1618.03 mse_u:52.77 mse_v:57.71 psnr_avg:17.73 psnr_y:16.04 psnr_u:30.91 psnr_v:30.52 
n:70 mse_avg:1077.96 mse_y:1586.39 mse_u:57.47 mse_v:64.75 psnr_avg:17.80 psnr_y:16.13 psnr_u:30.54 psnr_v:30.02 
n:71 mse_avg:1113.35 mse_y:1639.41 mse_u:57.68 mse_v:64.78 psnr_avg:17.66 psnr_y:15.98 psnr_u:30.52 psnr_v:30.02 
n:72 mse_avg:1129.34 mse_y:1663.40 mse_u:57.68 mse_v:64.78 psnr_avg:17.60 psnr_y:15.92 psnr_u:30.52 psnr_v:30.02 
n:73 mse_avg:1145.76 mse_y:1686.18 mse_u:62.04 mse_v:67.79 psnr_avg:17.54 psnr_y:15.86 psnr_u:30.20 psnr_v:29.82 
n:74 mse_avg:1158.62 mse_y:1705.24 mse_u:62.82 mse_v:67.95 psnr_avg:17.49 psnr_y:15.81 psnr_u:30.15 psnr_v:29.81 
n:75 mse_avg:1218.78 mse_y:1795.47 mse_u:62.82 mse_v:67.95 psnr_avg:17.27 psnr_y:15.59 psnr_u:30.15 psnr_v:29.81 
n:76 mse_avg:1228.72 mse_y:1807.53 mse_u:66.28 mse_v:75.93 psnr_avg:17.24 psnr_y:15.56 psnr_u:29.92 psnr_v:29.33 
n:77 mse_avg:1234.60 mse_y:1816.31 mse_u:66.47 mse_v:75.88 psnr_avg:17.22 psnr_y:15.54 psnr_u:29.90 psnr_v:29.33 
n:78 mse_avg:1221.51 mse_y:1796.68 mse_u:66.47 mse_v:75.88 psnr_avg:17.26 psnr_y:15.59 psnr_u:29.90 psnr_v:29.33 
n:79 mse_avg:1168.31 mse_y:1714.90 mse_u:72.43 mse_v:77.81 psnr_avg:17.46 psnr_y:15.79 psnr_u:29.53 psnr_v:29.22 
n:80 mse_avg:1145.52 mse_y:1680.40 mse_u:73.48 mse_v:78.02 psnr_avg:17.54 psnr_y:15.88 psnr_u:29.47 psnr_v:29.21 
n:81 mse_avg:1138.57 mse_y:1669.98 mse_u:73.48 mse_v:78.02 psnr_avg:17.57 psnr_y:15.90 psnr_u:29.47 psnr_v:29.21 
n:82 mse_avg:1109.86 mse_y:1624.16 mse_u:75.24 mse_v:87.29 psnr_avg:17.68 psnr_y:16.02 psnr_u:29.37 psnr_v:28.72 
n:83 mse_avg:1119.01 mse_y:1637.82 mse_u:75.50 mse_v:87.30 psnr_avg:17.64 psnr_y:15.99 psnr_u:29.35 psnr_v:28.72 
n:84 mse_avg:1111.72 mse_y:1626.88 mse_u:75.50 mse_v:87.30 psnr_avg:17.67 psnr_y:16.02 psnr_u:29.35 psnr_v:28.72 
n:85 mse_avg:1095.91 mse_y:1603.51 mse_u:74.65 mse_v:86.75 psnr_avg:17.73 psnr_y:16.08 psnr_u:29.40 psnr_v:28.75 
n:86 mse_avg:1077.32 mse_y:1575.67 mse_u:74.53 mse_v:86.68 psnr_avg:17.81 psnr_y:16.16 psnr_u:29.41 psnr_v:28.75 
n:87 mse_avg:1069.87 mse_y:1564.50 mse_u:74.53 mse_v:86.68 psnr_avg:17.84 psnr_y:16.19 psnr_u:29.41 psnr_v:28.75 
n:88 mse_avg:1066.60 mse_y:1559.34 mse_u:75.71 mse_v:86.56 psnr_avg:17.85 psnr_y:16.20 psnr_u:29.34 psnr_v:28.76 
n:89 mse_avg:1045.66 mse_y:1527.89 mse_u:75.93 mse_v:86.51 psnr_avg:17.94 psnr_y:16.29 psnr_u:29.33 psnr_v:28.76 
n:90 mse_avg:1018.06 mse_y:1486.48 mse_u:75.93 mse_v:86.51 psnr_avg:18.05 psnr_y:16.41 psnr_u:29.33 psnr_v:28.76 
n:91 mse_avg:992.13 mse_y:1448.22 mse_u:75.74 mse_v:84.21 psnr_avg:18.17 psnr_y:16.52 psnr_u:29.34 psnr_v:28.88 
n:92 mse_avg:980.30 mse_y:1430.33 mse_u:76.32 mse_v:84.14 psnr_avg:18.22 psnr_y:16.58 psnr_u:29.30 psnr_v:28.88 
n:93 mse_avg:971.17 mse_y:1416.64 mse_u:76.32 mse_v:84.14 psnr_avg:18.26 psnr_y:16.62 psnr_u:29.30 psnr_v:28.88 
n:94 mse_avg:983.79 mse_y:1435.69 mse_u:75.51 mse_v:84.47 psnr_avg:18.20 psnr_y:16.56 psnr_u:29.35 psnr_v:28.86 
n:95 mse_avg:978.85 mse_y:1428.68 mse_u:75.46 mse_v:82.90 psnr_avg:18.22 psnr_y:16.58 psnr_u:29.35 psnr_v:28.95 
n:96 mse_avg:969.36 mse_y:1414.45 mse_u:75.46 mse_v:82.90 psnr_avg:18.27 psnr_y:16.62 psnr_u:29.35 psnr_v:28.95 
n:97 mse_avg:978.21 mse_y:1427.81 mse_u:75.51 mse_v:82.50 psnr_avg:18.23 psnr_y:16.58 psnr_u:29.35 psnr_v:28.97 
n:98 mse_avg:977.54 mse_y:1426.70 mse_u:75.97 mse_v:82.48 psnr_avg:18.23 psnr_y:16.59 psnr_u:29.32 psnr_v:28.97 
n:99 mse_avg:968.68 mse_y:1413.40 mse_u:75.97 mse_v:82.48 psnr_avg:18.27 psnr_y:16.63 psnr_u:29.32 psnr_v:28.97 
n:100 mse_avg:965.91 mse_y:1409.93 mse_u:74.77 mse_v:80.98 psnr_avg:18.28 psnr_y:16.64 psnr_u:29.39 psnr_v:29.05 
n:101 mse_avg:962.81 mse_y:1405.49 mse_u:74.49 mse_v:80.45 psnr_avg:18.30 psnr_y:16.65 psnr_u:29.41 psnr_v:29.08 
n:102 mse_avg:953.58 mse_y:1391.63 mse_u:74.49 mse_v:80.45 psnr_avg:18.34 psnr_y:16.70 psnr_u:29.41 psnr_v:29.08 
n:103 mse_avg:975.55 mse_y:1424.47 mse_u:75.31 mse_v:80.11 psnr_avg:18.24 psnr_y:16.59 psnr_u:29.36 psnr_v:29.09 
n:104 mse_avg:979.46 mse_y:1430.53 mse_u:74.53 mse_v:80.09 psnr_avg:18.22 psnr_y:16.58 psnr_u:29.41 psnr_v:29.09 
n:105 mse_avg:974.01 mse_y:1422.36 mse_u:74.53 mse_v:80.09 psnr_avg:18.25 psnr_y:16.60 psnr_u:29.41 psnr_v:29.09 
n:106 mse_avg:986.44 mse_y:1441.48 mse_u:74.07 mse_v:78.67 psnr_avg:18.19 psnr_y:16.54 psnr_u:29.43 psnr_v:29.17 
n:107 mse_avg:991.52 mse_y:1449.36 mse_u:74.01 mse_v:77.70 psnr_avg:18.17 psnr_y:16.52 psnr_u:29.44 psnr_v:29.23 
n:108 mse_avg:983.93 mse_y:1437.97 mse_u:74.01 mse_v:77.70 psnr_avg:18.20 psnr_y:16.55 psnr_u:29.44 psnr_v:29.23 
n:109 mse_avg:991.51 mse_y:1449.22 mse_u:74.98 mse_v:77.20 psnr_avg:18.17 psnr_y:16.52 psnr_u:29.38 psnr_v:29.25 
n:110 mse_avg:985.10 mse_y:1439.63 mse_u:74.73 mse_v:77.34 psnr_avg:18.20 psnr_y:16.55 psnr_u:29.40 psnr_v:29.25 
n:111 mse_avg:977.26 mse_y:1427.87 mse_u:74.73 mse_v:77.34 psnr_avg:18.23 psnr_y:16.58 psnr_u:29.40 psnr_v:29.25 
n:112 mse_avg:981.03 mse_y:1433.93 mse_u:74.18 mse_v:76.32 psnr_avg:18.21 psnr_y:16.57 psnr_u:29.43 psnr_v:29.30 
n:113 mse_avg:976.26 mse_y:1427.11 mse_u:74.23 mse_v:74.89 psnr_avg:18.24 psnr_y:16.59 psnr_u:29.43 psnr_v:29.39 
n:114 mse_avg:966.43 mse_y:1412.37 mse_u:74.23 mse_v:74.89 psnr_avg:18.28 psnr_y:16.63 psnr_u:29.43 psnr_v:29.39 
n:115 mse_avg:975.55 mse_y:1426.06 mse_u:75.14 mse_v:73.96 psnr_avg:18.24 psnr_y:16.59 psnr_u:29.37 psnr_v:29.44 
n:116 mse_avg:979.54 mse_y:1432.25 mse_u:74.13 mse_v:74.12 psnr_avg:18.22 psnr_y:16.57 psnr_u:29.43 psnr_v:29.43 
n:117 mse_avg:969.29 mse_y:1416.87 mse_u:74.13 mse_v:74.12 psnr_avg:18.27 psnr_y:16.62 psnr_u:29.43 psnr_v:29.43 
n:118 mse_avg:973.30 mse_y:1423.51 mse_u:73.87 mse_v:71.87 psnr_avg:18.25 psnr_y:16.60 psnr_u:29.45 psnr_v:29.57 
n:119 mse_avg:968.03 mse_y:1415.81 mse_u:74.10 mse_v:70.85 psnr_avg:18.27 psnr_y:16.62 psnr_u:29.43 psnr_v:29.63 
n:120 mse_avg:963.14 mse_y:1408.48 mse_u:74.10 mse_v:70.85 psnr_avg:18.29 psnr_y:16.64 psnr_u:29.43 psnr_v:29.63 
n:121 mse_avg:964.40 mse_y:1409.93 mse_u:76.36 mse_v:70.34 psnr_avg:18.29 psnr_y:16.64 psnr_u:29.30 psnr_v:29.66 
n:122 mse_avg:970.57 mse_y:1419.34 mse_u:75.51 mse_v:70.54 psnr_avg:18.26 psnr_y:16.61 psnr_u:29.35 psnr_v:29.65 
n:123 mse_avg:967.59 mse_y:1414.88 mse_u:75.51 mse_v:70.54 psnr_avg:18.27 psnr_y:16.62 psnr_u:29.35 psnr_v:29.65 
n:124 mse_avg:955.86 mse_y:1397.67 mse_u:75.26 mse_v:69.20 psnr_avg:18.33 psnr_y:16.68 psnr_u:29.36 psnr_v:29.73 
n:125 mse_avg:958.65 mse_y:1401.82 mse_u:75.39 mse_v:69.25 psnr_avg:18.31 psnr_y:16.66 psnr_u:29.36 psnr_v:29.73 
n:126 mse_avg:954.25 mse_y:1395.21 mse_u:75.39 mse_v:69.25 psnr_avg:18.33 psnr_y:16.68 psnr_u:29.36 psnr_v:29.73 
n:127 mse_avg:944.39 mse_y:1381.21 mse_u:75.04 mse_v:66.44 psnr_avg:18.38 psnr_y:16.73 psnr_u:29.38 psnr_v:29.91 
n:128 mse_avg:960.65 mse_y:1405.84 mse_u:73.75 mse_v:66.78 psnr_avg:18.31 psnr_y:16.65 psnr_u:29.45 psnr_v:29.88 
n:129 mse_avg:952.64 mse_y:1393.83 mse_u:73.75 mse_v:66.78 psnr_avg:18.34 psnr_y:16.69 psnr_u:29.45 psnr_v:29.88 
n:130 mse_avg:941.40 mse_y:1377.03 mse_u:74.79 mse_v:65.53 psnr_avg:18.39 psnr_y:16.74 psnr_u:29.39 psnr_v:29.97 
n:131 mse_avg:942.34 mse_y:1378.29 mse_u:75.28 mse_v:65.57 psnr_avg:18.39 psnr_y:16.74 psnr_u:29.36 psnr_v:29.96 
n:132 mse_avg:939.31 mse_y:1373.75 mse_u:75.28 mse_v:65.57 psnr_avg:18.40 psnr_y:16.75 psnr_u:29.36 psnr_v:29.96 
n:133 mse_avg:932.58 mse_y:1363.91 mse_u:76.43 mse_v:63.41 psnr_avg:18.43 psnr_y:16.78 psnr_u:29.30 psnr_v:30.11 
n:134 mse_avg:942.18 mse_y:1378.32 mse_u:76.05 mse_v:63.77 psnr_avg:18.39 psnr_y:16.74 psnr_u:29.32 psnr_v:30.08 
n:135 mse_avg:939.14 mse_y:1373.75 mse_u:76.05 mse_v:63.77 psnr_avg:18.40 psnr_y:16.75 psnr_u:29.32 psnr_v:30.08 
n:136 mse_avg:938.06 mse_y:1372.00 mse_u:77.27 mse_v:63.08 psnr_avg:18.41 psnr_y:16.76 psnr_u:29.25 psnr_v:30.13 
n:137 mse_avg:928.91 mse_y:1358.63 mse_u:77.60 mse_v:61.33 psnr_avg:18.45 psnr_y:16.80 psnr_u:29.23 psnr_v:30.25 
n:138 mse_avg:922.60 mse_y:1349.17 mse_u:77.60 mse_v:61.33 psnr_avg:18.48 psnr_y:16.83 psnr_u:29.23 psnr_v:30.25 
n:139 mse_avg:933.63 mse_y:1365.91 mse_u:77.91 mse_v:60.23 psnr_avg:18.43 psnr_y:16.78 psnr_u:29.22 psnr_v:30.33 
n:140 mse_avg:949.61 mse_y:1389.54 mse_u:79.25 mse_v:60.26 psnr_avg:18.36 psnr_y:16.70 psnr_u:29.14 psnr_v:30.33 
n:141 mse_avg:944.02 mse_y:1381.15 mse_u:79.25 mse_v:60.26 psnr_avg:18.38 psnr_y:16.73 psnr_u:29.14 psnr_v:30.33 
n:142 mse_avg:946.36 mse_y:1384.85 mse_u:79.76 mse_v:59.00 psnr_avg:18.37 psnr_y:16.72 psnr_u:29.11 psnr_v:30.42 
n:143 mse_avg:933.36 mse_y:1365.86 mse_u:79.29 mse_v:57.41 psnr_avg:18.43 psnr_y:16.78 psnr_u:29.14 psnr_v:30.54 
n:144 mse_avg:933.23 mse_y:1365.67 mse_u:79.29 mse_v:57.41 psnr_avg:18.43 psnr_y:16.78 psnr_u:29.14 psnr_v:30.54 
n:145 mse_avg:949.59 mse_y:1389.82 mse_u:80.90 mse_v:57.33 psnr_avg:18.36 psnr_y:16.70 psnr_u:29.05 psnr_v:30.55 
n:146 mse_avg:942.13 mse_y:1378.96 mse_u:81.10 mse_v:55.81 psnr_avg:18.39 psnr_y:16.74 psnr_u:29.04 psnr_v:30.66 
n:147 mse_avg:939.88 mse_y:1375.59 mse_u:81.10 mse_v:55.81 psnr_avg:18.40 psnr_y:16.75 psnr_u:29.04 psnr_v:30.66 
n:148 mse_avg:952.89 mse_y:1395.37 mse_u:81.31 mse_v:54.56 psnr_avg:18.34 psnr_y:16.68 psnr_u:29.03 psnr_v:30.76 
n:149 mse_avg:961.31 mse_y:1407.71 mse_u:82.60 mse_v:54.43 psnr_avg:18.30 psnr_y:16.65 psnr_u:28.96 psnr_v:30.77 
n:150 mse_avg:948.11 mse_y:1387.90 mse_u:82.60 mse_v:54.43 psnr_avg:18.36 psnr_y:16.71 psnr_u:28.96 psnr_v:30.77 
n:151 mse_avg:953.58 mse_y:1396.40 mse_u:83.69 mse_v:52.16 psnr_avg:18.34 psnr_y:16.68 psnr_u:28.90 psnr_v:30.96 
n:152 mse_avg:937.29 mse_y:1372.35 mse_u:82.84 mse_v:51.51 psnr_avg:18.41 psnr_y:16.76 psnr_u:28.95 psnr_v:31.01 
n:153 mse_avg:926.36 mse_y:1355.95 mse_u:82.84 mse_v:51.51 psnr_avg:18.46 psnr_y:16.81 psnr_u:28.95 psnr_v:31.01 
n:154 mse_avg:930.15 mse_y:1361.59 mse_u:84.59 mse_v:49.93 psnr_avg:18.45 psnr_y:16.79 psnr_u:28.86 psnr_v:31.15 
n:155 mse_avg:949.88 mse_y:1390.70 mse_u:86.52 mse_v:49.98 psnr_avg:18.35 psnr_y:16.70 psnr_u:28.76 psnr_v:31.14 
n:156 mse_avg:946.86 mse_y:1386.16 mse_u:86.52 mse_v:49.98 psnr_avg:18.37 psnr_y:16.71 psnr_u:28.76 psnr_v:31.14 
n:157 mse_avg:952.71 mse_y:1394.63 mse_u:89.04 mse_v:48.74 psnr_avg:18.34 psnr_y:16.69 psnr_u:28.64 psnr_v:31.25 
n:158 mse_avg:938.46 mse_y:1373.86 mse_u:87.43 mse_v:47.92 psnr_avg:18.41 psnr_y:16.75 psnr_u:28.71 psnr_v:31.33 
n:159 mse_avg:930.26 mse_y:1361.55 mse_u:87.43 mse_v:47.92 psnr_avg:18.44 psnr_y:16.79 psnr_u:28.71 psnr_v:31.33 
n:160 mse_avg:951.66 mse_y:1393.69 mse_u:89.48 mse_v:45.75 psnr_avg:18.35 psnr_y:16.69 psnr_u:28.61 psnr_v:31.53 
n:161 mse_avg:963.06 mse_y:1410.38 mse_u:91.16 mse_v:45.69 psnr_avg:18.29 psnr_y:16.64 psnr_u:28.53 psnr_v:31.53 
n:162 mse_avg:956.07 mse_y:1399.89 mse_u:91.16 mse_v:45.69 psnr_avg:18.33 psnr_y:16.67 psnr_u:28.53 psnr_v:31.53 
n:163 mse_avg:969.90 mse_y:1420.37 mse_u:93.00 mse_v:44.91 psnr_avg:18.26 psnr_y:16.61 psnr_u:28.45 psnr_v:31.61 
n:164 mse_avg:968.24 mse_y:1418.55 mse_u:92.15 mse_v:43.06 psnr_avg:18.27 psnr_y:16.61 psnr_u:28.49 psnr_v:31.79 
n:165 mse_avg:953.67 mse_y:1396.69 mse_u:92.15 mse_v:43.06 psnr_avg:18.34 psnr_y:16.68 psnr_u:28.49 psnr_v:31.79 
